id,country,description,Fruity Favour,Spicy Favour,Earthy Favour,Floral Favour,Oaky Favour,Nutty Favour,Herbal Favour,Mineral Favour,Sweet Favour,Body (Weight/Texture),Acidity,Sweetness Level,Alcohol Level (Perception),Ageability,Food Pairing / Occasions,Tannins,Region/Terroir,Color,Finish,Aging Method,Climate Characteristics,Intensity/Aroma,Style,Unique/Standout Notes
56668,Spain,"Waxy on the nose, with buttercup, creamy yellow-fruit scents and white flowers. The palate is wet, racy and a touch like soda, with sweet, candied flavors of peach and melon. Plods along with good enough acidity to support the wine's core sweetness and candied qualities.",peach,,,,,,,,,medium-bodied,medium acidity,sweet,,,,,,,,,,pronounced,modern,
85732,Spain,"Starts out rustic and leathery, with hints of smoke, leafiness and earth along with baked berry and spice. This four-grape wine has good density and mouthfeel that frames leather, earth and slightly baked berry fruit flavors. Finishes chocolaty and sweet, with just enough acidity to maintain balance.",berry,,leather,,smoke,,,,,full-bodied,medium acidity,sweet,,needs aging,dinner,medium tannins,,,long,oak barrel,warm climate,intense,traditional,smoky
65616,US,"A wonderfully dry, minerally Sauvignon Blanc. It's set off by crisp acidity, and has rewarding flavors of lemons, grapefruits and limes, enriched with pineapples, figs and honeysuckle.",citrus,,,honeysuckle,,,,flint,,light-bodied,high acidity,dry,,,seafood pairing,,mineral,,,no oak,cool climate,pronounced,modern,zesty
34966,US,"Firm, a bit astringent and dry, with ripe flavors of blackberries, currants, black cherries and cedar. A solid Cabernet with some raw edges that might age out in a few years.",berry,,,,oak,,,,,full-bodied,,dry,,needs aging,dinner,high tannins,,,,oak barrel,,pronounced,traditional,
9368,US,"Dripping in earth, kir and fresh raspberry, this is a stellar wine from the heart of the appellation, estate-grown from a four-acre spot planted to a trio of clones. Spirited and refreshing, it dances in acidity and a floral back note that's compelling, wrapped in cinnamon and mocha.",berry,cinnamon,soil,violet,,,,,,,high acidity,,,,,,,,complex,,cool climate,pronounced,modern,perfumed
79358,US,"Has all the hallmarks of Viognier, namely lots of tropical fruit, wildflower, vanilla and spicy aromas and flavors, and finishes thoroughly dry. Could use more brightness and zest, though, as it's a bit flat.",tropical fruit,,,,vanilla,,,,,,low acidity,dry,,,,,,,smooth,oak barrel,warm climate,pronounced,,exotic
76952,Italy,"Smokey tones of charcoal and dark granite or slate rise from the nose of this Lazio-based Petit Verdot. Dusty mineral notes are followed by dark, ripe fruit and the wine is long-lasting and penetrating on the close.",,,soil,,smoke,,,slate,,,,,,needs aging,dinner,,mineral,,long,,,pronounced,,smoky
98297,US,"Kind of tough in the mouth at this time, with aggressive tannins that effectively bury the blackberry flavors. There's also a streak of hung meat or smoky leather that adds dimension. Best to let it soften for a few years.",berry,,leather,,smoke,,,,,tannic,,,,needs aging,,high tannins,,,,,,intense,,smoky
74833,Italy,"This is a difficult wine to understand, with a very specific philosophy behind it. Light, elegant and ethereal, the 60-40 blend of Nero d'Avola and Frappato is aged in terracotta amphorae in a studied attempt to present as pure a product as nature allows. It offers loads of bright fruit, wild berries, earth, spice and impressive complexity.",berry,,soil,,,,,,,light-bodied,,,,,,,,,complex,amphora,,pronounced,natural,exotic
46438,Italy,"Here's an oak-aged Chardonnay from northern Italy that offers the bright intensity of peach, melon and yellow flower backed by the elegance of toast and roasted nut. The wine is creamy and soft in the mouth with some bitter almond notes on the close.",peach,,,,toast,almond,,,,creamy,,dry,,,cheese pairing,,,golden,long,oak barrel,cool climate,intense,modern,
99683,US,"Defines a style entirely separate from Napa's. Has those rustic Dry Creek tannins and even a briary edge to the blackberries and cherries, and is totally dry. Well-made and elegant.",berry,,,,,,,,,tannic,,dry,,,dinner,high tannins,,,,,,subtle,traditional,
90189,US,"Oaky and ripe, with powerful tropical pineapple, kumquat, mineral and floral aromas and flavors. New oak adds smoke, vanilla and char. The bottom line is of a flavorful, acidic and elegant Chard with a lingering, spicy finish.",tropical fruit,cinnamon,,,oak,,,,,full-bodied,high acidity,,,ready to drink,,,,,long,oak barrel,warm climate,intense,modern,exotic
92483,Spain,"Smooth and ripe smelling, with clean berry aromas. Cherry, plum and pepper are the lead flavors, and the feel is tangy, zippy and clampy, but exceedingly fresh. Not a lot of richness, depth or body here, but it's pure, clean wine with common appeal.",plum,pepper,,,,,,,,light-bodied,high acidity,dry,,ready to drink,,smooth,,,,,cool climate,subtle,modern,zesty
15243,US,"Just a single barrel was made, pure Sangiovese from the Candy Mountain Vineyard. Tight, tart and dark, it captures black cherry fruit with black licorice and a whiff of smoke. At this point in time the tannins and acids seem to be fighting it out for control.",berry,,,,smoke,,,,,tannic,high acidity,,,needs aging,,high tannins,mountain,,,oak barrel,,pronounced,,smoky
13506,US,"Something like a cross between a silky Pinot Noir and a soft Merlot, this is a gentle, fruity wine, with berry, tobacco, cola and spice flavors. A nice scour of tannins suggests this will pair with rich, oily meats and cheeses.",berry,,,,,,,,,medium-bodied,,,,,cheese pairing,medium tannins,,,,,,subtle,,
30055,US,"Simple cherry fruit, with a delicately earthy base, defines this everyday Merlot. It keeps its herbal component in check, balanced appropriately against rather light fruit.",berry,,soil,,,,,,,light-bodied,,,,ready to drink,casual,,,,,,cool climate,muted,traditional,
5707,US,"Date and tar notes come nuanced with a funky, sweat-like aroma. The palate feels lax on attack, and it tastes a bit thin on flavor. Firm, upper-lip-grabbing tannins mark the finish.",,,,,,,,,,light-bodied,,,,needs aging,,high tannins,,,short,,,muted,natural,exotic
4900,France,"It's certainly tannic and tough at the moment, the wine also has so much fruit. That will allow it to round out, bringing out the black currant fruitiness and resulting in a full, rich and perfumed wine. Wait until 2018.",berry,,,,,,,,,full-bodied,,,,needs aging,,high tannins,,,,,,intense,,perfumed
60657,US,"Crisp and refreshing with notes of grated ginger, white flowers and cantaloupe. This dry Riesling balances peachy fruit flavors with a steely backbone of slate and lime, tart acidity and a pleasantly long finish. Lovely all around.",peach,,,,,,,slate,,light-bodied,high acidity,dry,,ready to drink,,,mineral,,long,stainless steel,cool climate,pronounced,modern,zesty
80671,US,"This is light and generic, the sort of low-priced Merlot that California cranks out by the boatload. Washington can do better. There's a spiffy new label, but where's the beef?",,,,,,,,,,light-bodied,,,light,,,,,,,,,muted,,
19934,US,"Intense blueberry and blackberry notes penetrate through this fruity, forward Pinot Noir. Hints of savory herbs add elegance to an otherwise one-dimensional palate that finishes with big, coarse tannins.",berry,,,,,,sage,,,tannic,,,,needs aging,,high tannins,,,long,,cool climate,intense,modern,
44256,US,"Easy to like for its crisp, mouthwatering acidity and flavors of lemons and limes, figs and vanilla. A nice, everyday wine to drink with roast chicken or as a cocktail sipper.",citrus,,,,vanilla,,,,,light-bodied,high acidity,dry,,ready to drink,casual,,,,,,,pronounced,,zesty
89469,France,"With its tobacco and fresh raspberry aromas, this is a light, perfumed, smoky wine of fragrant Cabernet Franc with a touch of blueberry tannins and an intense burst of finishing acidity.",berry,,,,smoke,,,,,light-bodied,high acidity,,,,,medium tannins,,,long,,cool climate,pronounced,modern,perfumed
40930,US,"The Chelan region is Washington's newest AVA, but already showing great potential for Syrah, as this aromatic and explosively flavorful bottle proves. Ripe berries, plums and cherries are swept into a mix of smoke and rock and iron filings; as you taste through the wine there are citrusy acids and hints of resin and tar; it just keeps adding in the nuances.",berry,,soil,,smoke,,,slate,,,high acidity,,,,dinner,,mineral,,complex,,,intense,modern,smoky
46436,France,"Well structured, balanced, giving tannins as well as acidity to balance fruit that moves in the direction of sweet plums, with hints of coffee and vanilla spice. The wine has a texture that promises aging, but also has a delicious juicy character.",plum,,,,vanilla,,,,,medium-bodied,high acidity,,,needs aging,dinner,medium tannins,,,,oak barrel,,pronounced,modern,
16828,US,"Huge flavors of jammy blackberries and cherries dominate this Syrah, with a coating of sweet, caramelized oak. It's yummy, but not especially complex. Drink now.",berry,,,,oak,,,,caramel,full-bodied,,,,ready to drink,casual,,,,short,oak barrel,warm climate,intense,modern,
75533,US,"Thick and soft, this wine has simple, sweetish medicinal flavors of cherry and black raspberry Lifesavers. The oak just adds vanilla.",berry,,,,vanilla,,,,,full-bodied,,sweet,,ready to drink,dessert pairing,smooth,,,,oak barrel,,pronounced,modern,
64063,US,"Ripeness is both this wine's blessing and its challenge. It's super-fruit in jammy blackberries, blueberries, currants and cherries, brightened by that famous Edna Valley acidity. But it's all on the surface, without much complexity. So drink now.",berry,,,,,,,,,,high acidity,,,ready to drink,casual,,,,,,warm climate,intense,modern,
33663,Italy,"Lush concentration and deep aromas of dark fruit and black cherry make an excellent first impression. This Dolcetto shows a dark, deep color and a chewy, almost inky texture.",berry,,,,,,,,,full-bodied,,,,needs aging,,chewy,,deep,,,,intense,,
95521,US,"A very nice Chardonnay that has the dusty, herbal tug that Napa Chards often display. Otherwise it's very rich, with potent pineapple pie and peach tart flavors, enriched with creamy lees and buttery new oak. Drink now–2012.",tropical fruit,,,,oak,,sage,,,full-bodied,,,,ready to drink,,,,golden,,oak barrel,warm climate,intense,modern,
47927,Italy,"Lightweight and thin in the mouth, this zesty white wine does a good job of keeping your palate refreshed and quenches your thirst (think hot summer day). It's an easy and informal wine that stays focused on simplicity.",,,,,,,,,,light-bodied,high acidity,bone dry,light,ready to drink,casual,,,,short,,cool climate,subtle,modern,zesty
73726,France,"Old vines have produced a superconcentrated and ripe wine. It has notes of toast, spice and yellow fruit as well as bright acidity. With its structure, depth of flavor and density, it should age well over 3–4 years.",,cinnamon,,,toast,,,,,full-bodied,high acidity,,,needs aging,dinner,,,,,oak barrel,warm climate,intense,modern,
399,US,"The nose of this blend of 58% Syrah, 17% Cabernet Franc, 9% Merlot, 8% Malbec and 8% Petite Sirah is a touch funky, with sour blackberry, charcoal and dried meat aromas. Charred blueberry, sour black plum and savory meat flavors show on the palate.",plum,,leather,,smoke,,,,,,,,,needs aging,barbecue,,,,,,,intense,natural,meaty
95369,US,"A rush of zippy, fresh fruit and spice aromas recommends this white from New York, offering the kind of clean fruit flavors and minerality that makes this region unique. The wine lacks real complexity and tends toward the austere but the beguiling spice saves the day.",,pepper,,,,,,,,,zesty,,,,,,coastal,,,,cool climate,pronounced,,zesty
87519,US,"Soft and sweetly fruity, with pie-filling flavors of blackberries, plums and cherries, spiced with anise and cinnamon. Easy to like. Drink now.",berry,cinnamon,,,,,,,,medium-bodied,,sweet,,ready to drink,dessert pairing,,,,,,,pronounced,,
53359,US,"If you know the Rhône-style wines of Saxum, which is probably Paso Robles' most expensive wine, this is nearly identical. Mostly Syrah, with 8% Grenache, the wine is decadently rich in milk chocolate, blackberry jam and sweet, smoky oak flavors. It's very high in alcohol, but unless you're an extremist in this regard, you can't help but be knocked out by the wine's sensuous pleasures.",berry,,,,smoke,,,,,full-bodied,,,high,,,,,,,oak barrel,warm climate,intense,modern,smoky
59054,US,"A bit on the soft, overripe side, with currant, licorice, cherry, cocoa and oak flavors. But it's dry, and the tannins are fancy. Drink it fresh out of the bottle with a grilled steak.",berry,,,,oak,,,,,full-bodied,,dry,,ready to drink,barbecue,high tannins,,,,oak barrel,warm climate,intense,modern,
2327,US,"This beautiful wine further confirms the high level of quality in the Pinot Noirs from Dan Goldfield and Steve Dutton. It has a profusion of ripe black cherry and currant flavors, backed by firm acidity and fine-grained tannins, giving it grip. Its balance of concentrated fruit flavors and solid structure indicates a long life in the cellar. Best after 2020.",berry,,,,,,,,,medium-bodied,high acidity,,,long-term aging potential,,high tannins,,,long,,cool climate,intense,,
96499,US,"Very rich, with bounteous flavors of crushed ripe blackberries, blueberries, dill, black pepper and dark chocolate, with firm, furry tannins. A bit bitter now, and might age for a couple years.",berry,pepper,,,,,,,,full-bodied,,,,needs aging,dinner,high tannins,,,,oak barrel,,intense,modern,
985,US,"Aromas of vanilla and wood spice lead to elegant, somewhat dried out and dilute fruit flavors, followed by a short finish.",,,,,oak,,,,,light-bodied,,dry,,over the hill,,,,,short,oak barrel,,muted,traditional,
491,US,"A collaboration between Sonoma County-based winemaker Jesse Katz and Ken Forrester of South Africa, this 100% varietal red is robust and rich. Dark cherry, red currant and integrated oak flavors support its bold body.",berry,,,,oak,,,,,full-bodied,,,,needs aging,dinner,,,deep,,oak barrel,,intense,modern,
94915,US,"An extraordinarily rich Pinot, fat and opulent in cherry compote, mocha and root beer flavors. Generously oaked, it offers spicy oak notes and a velvety texture. It's a big, fruit-forward wine, but manages to maintain delicacy and harmony throughout. Best now through 2008.",,cinnamon,,,oak,,,,,full-bodied,,,high,ready to drink,celebration,velvety,,,,oak barrel,,intense,modern,
79957,France,"Relatively tight and closed up at this stage, this wine is all about freshness, poised but rich fruit and a structure that suggests long-term development. The wood is quite prominent, overshadowing what will be delicious yellow-fruit flavors. Come back to this wine in 5 years time—it will be magnificent.",,,,,oak,,,,,,,,,long-term aging potential,,,,,long,oak barrel,,pronounced,,
66456,US,"This is a Pinot Noir-based blend, and it's quite a good dry, red wine of some sophistication and elegance. Soft and approachable, its cherry fruit flavors are complexed with herbs, such as sage and thyme, and a rich earthiness.",berry,,soil,,,,sage,,,,,dry,,ready to drink,,,,,complex,,,pronounced,,
12273,US,"An easy drinking dinner wine, dry and balanced, with smooth tannins and plum, blackberry and coffee flavors. Has a rich, blueberry-muffin taste on the finish.",plum,,,,,,,,,medium-bodied,,dry,,ready to drink,dinner,smooth,,,medium,,,pronounced,,
78551,Italy,"Catches your eye with its brassy hue, and also makes its mark with an overtly sweet nose of peach blossom and melon. In the mouth, however, it struggles a bit, offering cider and melon flavors on a soft, rather punchless palate.",peach,,,,,,,,,,low acidity,off-dry,,,,,,golden,,,,muted,,perfumed
